DrugBank ID,Common name,Synonyms,cmpdname,canonicalsmiles,cid
DB04819,Methapyrilene,"2-[[2-(Dimethylamino)ethyl]-2-thenylamino]pyridine | Methapyrilene | Methypyrilene | N-(α-pyridyl)-N-(α-thenyl)-N',N'-dimethylethylenediamine | N,N-dimethyl-N'-pyrid-2-yl-N'-2-thenylethylenediamine | N,N-dimethyl-N'-pyridin-2-yl-N'-(2-thienylmethyl)ethane-1,2-diamine | Thenylpyramine",Methapyrilene,,
DB04820,Nialamide,"1-(2-(Benzylcarbamoyl)ethyl)-2-isonicotinoylhydrazine | 2-(2-(Benzylcarbamoyl)ethyl)hydrazide isonicotinic acid | 2-(2-(Benzylcarbamyl)ethyl)hydrazide isonicotinic acid | BEIH | Isonicotinic acid 2-((2-benzylcarbamoyl)ethyl)hydrazide | Isonicotinic acid, 2-(2-(benzylcarbamoyl)ethyl)hydrazide | N-(2-(Benzylcarbamyl)ethylamino)isonicotinamide | N-benzyl-beta-(isonicotinoylhydrazine)propionamide | N-benzyl-beta-(isonicotinylhydrazino)propionamide | N-Isonicotinoyl-N'(beta-N-benzylcarboxamidoethyl)hydrazine | Nialamida | Nialamide | Nialamidum",Nialamide,,
DB04821,Nomifensine,"(+-)-nomifensin | (+-)-nomifensine | 2-Methyl-4-phenyl-1,2,3,4-tetrahydro-isoquinolin-8-ylamine | 8-Amino-2-methyl-4-phenyl-1,2,3,4-tetrahydroisoquinoline | D,L-nomifensine | Nomifensin | Nomifensina | Nomifensine | Nomifensinum",Nomifensine,,
DB04822,Oxeladin,2-(2-Diethylaminoethoxy)ethyl 2-ethyl-2-phenylbutyrate | Oxeladin | Oxeladina | Oxeladine | Oxeladinum,Oxeladin,,
DB04823,Oxyphenisatin,"1,3-Dihydro-3,3-bis(4-hydroxyphenyl)-2H-indol-2-one | 3,3-Bis(4-hydroxyphenyl)oxindole | 3,3-Bis(p-hydroxyphenyl)-2-indolinone | 3,3-Bis(p-hydroxyphenyl)oxindole | 4,4'-Dihydroxydiphenylisatin | Dihydroxyphenoloxindol | Oxifenisatina | Oxyphenisatine | Oxyphenisatinum",Oxyphenisatin,,
DB04824,Phenolphthalein,"3,3-Bis(4-hydroxyphenyl)phthalide | Fenolftalein | Fenolftaleina | Phenolphtaleine | Phenolphthalein | Phenolphthaleinum | Phthalimetten | Phthalin | Yellow phenolphthalein",Phenolphthalein,,
DB04825,Prenylamine,"1-Phenyl-2-(1',1'-diphenylpropyl-3'-amino)propane | DL-prenylamine | N-(1-Methyl-2-phenylethyl)-gamma-phenylbenzenepropanamine | N-(3,3-Diphenylpropyl)-alpha-methylphenaethylamin | N-(3,3-Diphenylpropyl)-alpha-methylphenethylamine | Prenilamina | Prenylamine | Prenylaminum",Prenylamine,,
DB04826,Thenalidine,1-Methyl-4-amino-N-phenyl-N-(2-thenyl)piperidine | 1-Methyl-4-N-2-thenylanilinopiperidine | Tenalidina | Thenalidine | Thenalidinum | Thenophenopiperidine,Thenalidine,,
DB04827,Urethane,Aethylcarbamat | Aethylurethan | Carbamic acid ethyl ester | Carbamidsaeure-aethylester | Ethyl carbamate | Ethylester kyseliny karbaminove | Uretan etylowy | Uretano | Urethan | Urethane | Urethanum,Urethane,,
DB04828,Zomepirac,"5-(4-Chlorobenzoyl)-1,4-dimethyl-1H-pyrrole-2-acetic acid | Zomepirac | Zomepiracum",Zomepirac,,
DB04829,Lysergic acid diethylamide,"(+)-LSD | D-lysergic acid diethylamide | Diethylamid kyseliny lysergove | LSD | LSD 25 | Lysergic acid diethylamide | Lysergide | Lysergidum | Lysergsäurediäthylamid | Lysergsäurediethylamid | N,N-diethyl-(+)-lysergamide | N,N-diethyl-D-lysergamide | N,N-diethyllysergamide",Lysergic acid diethylamide,,
DB04830,Buformin,1-Butylbiguanide | Buformin | Buformina | Buformine | Buforminum,Buformin,,
DB04831,Tienilic acid,"(2,3-Dichloro-4-(2-thenoyl)phenoxy)acetic acid | (2,3-Dichloro-4-(2-thiophenecarbonyl)phenoxy)acetic acid | 4-(2-Theonyl)-2,3-dichlorphenoxyessigsäure | 4-(2-Thienylketo)-2,3-dichlorophenoxyacetic acid | Acide tiénilique | ácido tienilico | Acidum tienilicum | Thienylic acid | Ticrynafen | Tienilic acid | Tienilico acido",Tienilic acid,,
DB04832,Zimelidine,(Z)-3-(4'-Bromophenyl)-3-(3''-pyridyl)dimethylallylamine | (Z)-zimelidine | cis-zimelidine | Zimeldina | Zimeldine | Zimeldinum,Zimelidine,,
DB04833,Methaqualone,metacualona | Methaqualone,Methaqualone,,
DB04834,Rapacuronium,,Rapacuronium,,
DB04835,Maraviroc,Maraviroc | Maravirocum,Maraviroc,,
DB04836,Amineptine,Amineptine | Amineptino | Amineptinum,Amineptine,,
DB04837,Clofedanol,Chlophedianol | Clofedanol | Clofedanolum | Clofedianolo,Clofedanol,,
DB04838,Cyclandelate,"3,3,5-Trimethylcyclohexyl mandelate | 3,5,5-Trimethylcyclohexyl amygdalate | Ciclandelato | Cyclandelate | Cyclandelatum",Cyclandelate,,
DB04839,Cyproterone acetate,Cyproterone 17-O-acetate | Cyproterone acetate,Cyproterone acetate,,
DB04840,Debrisoquine,Debrisochinum | Debrisoquin | Debrisoquina | Débrisoquine | Debrisoquine | Debrisoquinum,Debrisoquine,,
DB04841,Flunarizine,1-[bis(4-fluorophenyl)methyl]-4-[(2E)-3-phenylprop-2-en-1-yl]piperazine | Flunarizina | Flunarizine | Flunarizinum,Flunarizine,,
DB04842,Fluspirilene,Fluspirilene | Fluspirileno | Fluspirilenum,Fluspirilene,,
DB04843,Mepenzolate,Mepenzolate | Mepenzolic acid,Mepenzolate,,
DB04844,Tetrabenazine,"1,2,4,6,7,11b-hexahydro-3-isobutyl-9,10-dimethoxy-2H-benzo[a]quinolizin-2-one | 2-oxo-3-isobutyl-9,10-dimethoxy-1,2,3,4,6,7-hexahydro-11bH-benzo[a]quinolizine | 2-oxo-3-isobutyl-9,10-dimethoxy-1,3,4,6,7,11b-hexahydro-2H-benzoquinolizine | Tetrabenazina | Tetrabenazine | Tetrabenazinum",Tetrabenazine,,
DB04845,Ixabepilone,Aza-epothilone B | Azaepothilone B | Ixabepilone,Ixabepilone,,
DB04846,Celiprolol,"Celiprolol | Celiprololum | RS)-N'-{3-acetyl-4-[3-(tert-butylamino)-2-hydroxypropoxy]phenyl}-N,N-diethylurea",Celiprolol,,
DB04847,Roxadustat,Roxadustat | Roxadustatum,Roxadustat,,
DB04848,AZD0947,,AZD0947,,
DB04850,Posizolid,Posizolid,Posizolid,,
DB04851,Biricodar,Biricodar,Biricodar,,
DB04852,Implitapide,Implitapide,Implitapide,,
DB04853,Binodenoson,2-((Cyclohexylmethylene)hydrazino)adenosine | Binodenoson,Binodenoson,,
DB04854,Febuxostat,"2-(3-cyano-4-isobutoxyphenyl)-4-methyl- 1,3-thiazole-5-carboxylic acid | Fébuxostat | Febuxostat | Febuxostatum",Febuxostat,,
DB04855,Dronedarone,Dronedarona | Dronedarone | N-(2-butyl-3-(4-(3-(dibutylamino)propoxy)benzoyl)-5-benzofuranyl)-methanesulfonamide | N-(2-butyl-3-(p-(3-(dibutylamino)propoxy)benzoyl)-5-benzofuranyl)methanesulfonamide,Dronedarone,,
DB04856,Dexloxiglumide,Dexloxiglumida | Dexloxiglumide | Dexloxiglumidum,Dexloxiglumide,,
DB04857,Brasofensine,Brasofensine,Brasofensine,,
DB04858,Tirapazamine,"1,2,4-benzotriazin-3-amine, 1,4-dioxide | 3-Amino-1,2,4-benzotriazine 1,4-dioxide | Tirapazamine",Tirapazamine,,
DB04859,Zanapezil,Zanapezil | Zanepezil,Zanapezil,,
DB04860,Isatoribine,7-Deaza-7-thia-8-oxoguanosine | 7-Thia-8-oxoguanosine | 7-TOG | Isatoribine,Isatoribine,,
DB04861,Nebivolol,Narbivolol | Nebivolol | Nebivololum,Nebivolol,,
DB04862,Merimepodib,Merimepodib | MMPD,Merimepodib,,
DB04863,Lefradafiban,Léfradafiban | Lefradafiban | Lefradafibán | Lefradafibanum,Lefradafiban,,
DB04864,Huperzine A,(-)-Huperzine A | (−)-huperazine A | (−)-selagine | Huperzine-A | L-huperzine A | Selagine,Huperzine A,,
DB04865,Omacetaxine mepesuccinate,"(−)-homoharringtonine | (2'R,3S,4S,5R)-(−)-homoharringtonine | 1-[(1S,3aR,14bS)-2-Methoxy-1,5,6,8,9,14b-hexahydro-4H-cyclopenta[a][1,3]dioxolo[4,5-H]pyrrolo[2,1-b][3]benzazepin-1-yl] 4-methyl (2R)-2-hydroxy-2-(4-hydroxy-4-methylpentyl)butanedioate | CEPHALOTAXINE 4-METHYL (2R)-2-HYDROXY-2-(4-HYDROXY-4-METHYLPENTYL)BUTANEDIOATE (ESTER) | CEPHALOTAXINE, 4-METHYL (2R)-2-HYDROXY-2-(4-HYDROXY-4-METHYLPENTYL)BUTANEDIOATE (ESTER) | HHT | Homoharringtonin | Homoharringtonine | mepesuccinato de omacetaxina | Omacetaxine mepesuccinate",Omacetaxine mepesuccinate,,
DB04866,Halofuginone,(+/-)-trans-7-bromo-6-chloro-3-(3-(3-hydroxy-2-piperidyl)-acetonyl)-4(3H)-quinazolinone | Halofuginone,Halofuginone,,
DB04867,Lintitript,Lintitript,Lintitript,,
DB04869,Olcegepant,Olcegepant,Olcegepant,,
DB04870,Oleoyl-estrone,Estrone 3-oleate | Estrone monooleate | Estrone oleic acid ester | OE | Oleoyl estrone | Oleoylestrone,Oleoyl-estrone,,
DB04871,Lorcaserin,Lorcaserin | Lorqess,Lorcaserin,,
DB04872,Osanetant,Osanetant,Osanetant,,
DB04873,Piboserod,Piboserod,Piboserod,,
DB04874,Picoplatin,(SP-4-3)-Amminedichloro(2-methylpyridine)platinium | Picoplatin,Picoplatin,,
DB04875,Pralnacasan,Pralnacasan,Pralnacasan,,
DB04876,Vildagliptin,Vildagliptin | Vildagliptina,Vildagliptin,,
DB04877,Voacamine,Methyl 12-methoxy-13-(17-methoxy-17-oxovobasan-3alpha-yl)ibogamine-18-carboxylate | Voacanginine | Vocamine,Voacamine,,
DB04878,Voglibose,Voglibosa | Voglibose | Voglibosum,Voglibose,,
DB04879,Vatalanib,Vatalanib | Vatalinib,Vatalanib,,
DB04880,Enoximone,Enoximona | Enoximone | Enoximonum,Enoximone,,
DB04881,Elacridar,Elacridar,Elacridar,,
DB04882,Edotecarin,E'dotecarine | Edotecarin | Edotecarina | Edotecarinum,Edotecarin,,
DB04883,Darusentan,Darusentan,Darusentan,,
DB04884,Dapoxetine,Dapoxetina | Dapoxetine | Dapoxetinum,Dapoxetine,,
DB04885,Cilansetron,Cilansetron,Cilansetron,,
DB04886,Calanolide A,(+)-calanolide A,Calanolide A,,
DB04887,Brecanavir,Brecanavir,Brecanavir,,
DB04888,Bifeprunox,Bifeprunox | Bifeprunoxum,Bifeprunox,,
DB04889,Bicifadine,Bicifadine,Bicifadine,,
DB04890,Bepotastine,bepotastina | Bepotastine,Bepotastine,,
DB04891,Becocalcidiol,Becocalcidiol,Becocalcidiol,,
DB04892,Phenserine,(-)-eseroline phenylcarbamate | (-)-phenserine,Phenserine,,
DB04893,AZD3409,,AZD3409,,
DB04894,Vapreotide,Vapreotida | Vapreotide | Vapreotidum,Vapreotide,,
DB04895,Pegaptanib,Pegaptanib Octasodium | Pegaptanib sodium,Pegaptanib,,
DB04896,Milnacipran,(+-)-Milnacipran | Midalcipran | Milnacipran | Milnacipranum,Milnacipran,,
DB04897,Lucinactant,ATI-02 | KL4-surfactant | Lucinactant,Lucinactant,,
DB04898,Ximelagatran,ethyl 2-[[(1R)-1-cyclohexyl-2- [(2S)-2-[[4-(N'-hydroxycarbamimidoyl) phenyl]methylcarbamoyl]azetidin-1-yl]- 2-oxo-ethyl]amino]acetate | Ximelagatran | Ximélagatran | Ximelagatrán | Ximelagatranum,Ximelagatran,,
DB04899,Nesiritide,BNP | BNP-32 | Brain natriuretic peptide 32 | Human brain natriuretic factor-32 | Nesiritide | Nesiritide recombinant,Nesiritide,,
DB04900,Thymalfasin,Thymalfasin | Thymosin alpha1 (human),Thymalfasin,,
DB04901,Galiximab,Anti-CD80 monoclonal antibody | Galiximab,Galiximab,,
DB04903,Pagoclone,Pagoclone,Pagoclone,,
DB04904,Amolimogene,,Amolimogene,,
DB04905,Tesmilifene,"N,N-diethyl-2-((4-phenylmethyl)phenoxy)ethanamine | Tesmilifene",Tesmilifene,,
DB04907,Sitimagene ceradenovec,Sitimagene ceradenovec,Sitimagene ceradenovec,,
DB04908,Flibanserin,Flibanserin,Flibanserin,,
DB04909,Sitamaquine,Sitamaquine,Sitamaquine,,
DB04910,Oxibendazole,5-Propoxy-2-benzimidazolecarbamic acid methyl ester | Methyl 5-n-propoxy-2-benzimidazole carbamate | Methyl 5-propoxy-2-benzimidazolecarbamate | Oxibendazole | Oxibendazolo | Oxibendazolum,Oxibendazole,,
DB04911,Oritavancin,Chlorobiphenyl-chloroeremomycin | Oritavancin,Oritavancin,,
DB04912,Stannsoporfin,Sn Mesoporphyrin | SnMP | Stannsoporfin | Tin mesoporphyrin,Stannsoporfin,,
DB04914,G17DT Immunogen,Anti-gastrin 17 immunogen | Antigastrin 17 | G17DT | G17DT (AN ANTIGASTRIN IMMUNOGEN) | G17DT Immunogen | GASTRIMMUNE | Gastrin 17 immunogen | Gastrin 17 vaccine | Gastrin 17C Diphtheria Toxoid Immunogen,G17DT Immunogen,,
DB04915,Idronoxil,"(+/-)-cis-3-(4-hydroxyphenyl)-4-(4-methoxyphenyl)-3,4-dihydro-2H-cromen-7-ol | 3-(4-hydroxyphenyl)-2H-chromen-7-ol | Dehydroequol | Haginin E | Idronoxil | Phenoxodiol",Idronoxil,,
DB04917,Renzapride,Renzapride,Renzapride,,
DB04918,Ceftobiprole,Ceftobiprol | Ceftobiprole,Ceftobiprole,,
DB04919,Alfimeprase,3-203-FIBROLASE (3-SERINE) (AGKISTRODON CONTORTRIX CONTORTRIX RECOMBINANT) | Alfimeprase,Alfimeprase,,
DB04920,Clevidipine,Clevidipine | Clevidipine butyrate | Clevidipino,Clevidipine,,
DB04921,Dirucotide,Dirucotide,Dirucotide,,
DB04923,rhThrombin,Recombinant thrombin | Recothrom | rhThrombin | rThrombin,rhThrombin,,
DB04924,Itopride,Itopride | N-(p-(2-(Dimethylamino)ethoxy)benzyl)veratramide,Itopride,,
DB04925,Desmoteplase,"Desmoteplase | DSPA desmoteplase | rDSPA alpha 1 | Salivary plasminogen activator alpha 1, Desmodus rotundus",Desmoteplase,,
DB04926,Neramexane,Neramexane,Neramexane,,
DB04928,XP12B,,XP12B,,
DB04929,DG031,,DG031,,
DB04930,Permethrin,"(3-Phenoxyphenyl)methyl (±)-cis,trans-3-(2,2-dichloroethenyl)-2,2-dimethylcyclopropanecarboxylate | 3-(2,2-Dichloroethenyl)-2,2-dimethylcyclopropane carboxylic acid, (3-phenoxyphenyl) methyl ester | Permethrin",Permethrin,,
DB04931,Afamelanotide,Afamelanotide | Melanotan 1 | Melanotan I | Melanotan-1 | MT-I,Afamelanotide,,
DB04932,Defibrotide,Defibrotide free acid | Defibrotide free acid (porcine mucosa) | Defibrotide free acid (porcine),Defibrotide,,
DB04933,Eritoran,Eritoran | Eritorán | Éritoran | Eritoranum,Eritoran,,
DB04934,Rifalazil,3'-hydroxy-5'-(4-isobutyl-1-piperazinyl)benzoxazinorifamycin | Rifalazil | Rifalazilo | Rifalazilum,Rifalazil,,
DB04936,Tagatose,"(3S,4S,5R)-1,3,4,5,6-pentahydroxyhexan-2-one | D-lyxo-hex-2-ulose | D-lyxo-hexulose | D-tag | D-tagatose | keto-D-tagatose",Tagatose,,
DB04938,Ospemifene,"2-(4-(4-Chloro-1,2-diphenyl-but-1-enyl)phenoxy)ethanol | 2-(p-((Z)-4-Chloro-1,2-diphenyl-1-butenyl)phenoxy)ethanol | Deamino-hydroxytoremifene | Ospemifene | Ospemifeno",Ospemifene,,
DB04941,Crofelemer,Crofelemer,Crofelemer,,
DB04942,Tamibarotene,retinobenzoic acid | Tamibarotene,Tamibarotene,,
DB04943,LX201,,LX201,,
DB04944,Acadesine,Acadesina | Acadesine | Acadesinum | AICA-riboside,Acadesine,,
DB04945,Hemoglobin,Deoxyhemoglobin | Haemoglobin | Human hemoglobin,Hemoglobin,,
DB04946,Iloperidone,"1-[4-[3-[4-(6-fluoro-1,2-benzisoxazol-3-yl)-1- piperidinyl]propoxy]-3-methoxyphenyl]ethanone | 4'-(3-(4-(6-fluoro-1,2-benzisoxazol-3-yl)piperidino)propoxy)-3'-methoxyacetophenone | Iloperidona | Ilopéridone | Iloperidone | Iloperidonum",Iloperidone,,
DB04947,Altropane,,Altropane,,
DB04948,Lofexidine,"2-(alpha-(2,6-Dichlorophenoxy)ethyl)2-imidazoline | Lofexidina | Lofexidine | Lofexidinum",Lofexidine,,
DB04949,Pexelizumab,5G1.1-sc | h5G1.1-scFv | Pexelizumab,Pexelizumab,,
DB04950,Ranpirnase,Ranpirnase,Ranpirnase,,
DB04951,Pirfenidone,Pirfenidona | Pirfenidone,Pirfenidone,,
DB04952,Ramoplanin,Ramoplanin,Ramoplanin,,
DB04953,Ezogabine,ethyl {2-amino-4-[(4-fluorobenzyl)amino]phenyl}carbamate | Ethyl 2-amino-4-((p-fluorobenzyl)amino)carbanilate | EZG | Ezogabine | N-(2-Amino-4-(4-fluorobenzylamino)-phenyl) carbamic acid ethyl ester | N-(2-Amino-4-(4-fluorobenzylamino)phenyl)carbamic acid ethyl ester | Retigabina | Retigabine | RTG,Ezogabine,,
DB04954,Tecadenoson,Tecadenoson,Tecadenoson,,
DB04955,Pumactant,ALEC,Pumactant,,
DB04956,Afelimomab,Afelimomab,Afelimomab,,
DB04957,Azimilide,Azimilide,Azimilide,,
DB04958,Epratuzumab,Epratuzumab | IMMU-HLL2,Epratuzumab,,
DB04959,Verpasep caltespen,BCG65-E7 | Heat-shock protein HSP 65 (Mycobacterium BCG) fusion protein with transcription factor E7 (human papillomavirus 16) | HPV 16 E7/HSP65 vaccine | HPV E7 Peptide Epitope Vaccine | HspE7 | Recombinant fusion protein of Mycobacterium bovis BCG Hsp65 and HPV16 E7 | Verpasep caltespen,Verpasep caltespen,,
DB04961,Troxacitabine,(-)-ODDC | Troxacitabina | Troxacitabine | Troxacitabinum,Troxacitabine,,
DB04962,Bectumomab,,Bectumomab,,
DB04963,rhGAD65,Recombinant human GAD65 | Recombinant human glutamate decarboxylase 2 | Recombinant human glutamic acid decarboxylase,rhGAD65,,
DB04964,Oregovomab,Monoclonal antibody B43.13 | Oregovamab | Oregovomab,Oregovomab,,
DB04967,Lucanthone,1-((2-(Diethylamino)ethyl)amino)-4-methylthioxanthen-9-one | 1-{[2-(diethylamino)ethyl]amino}-4-methylthioxanthen-9-one | 1-diethylaminoethylethylamino-4-methyl-thioxanthenone | Lucanthone | Lucanthonum | Lucantona,Lucanthone,,
DB04968,PH94B,,PH94B,,
DB04969,NV1020,,NV1020,,
DB04970,Lesopitron,2-(4-(4-(4-Chloropyrazol-1-yl)butyl)-1-piperazinyl)pyrimidine | Lesopitron,Lesopitron,,
DB04971,Reglitazar,Reglitazar | Reglixane,Reglitazar,,
DB04972,Canfosfamide,Canfosfamide,Canfosfamide,,
DB04973,LErafAON,,LErafAON,,
DB04974,Rimiducid,Rimiducid,Rimiducid,,
DB04975,Banoxantrone,Banoxantrone,Banoxantrone,,
DB04976,M40403,,M40403,,
DB04977,Plitidepsin,Dehydrodidemnin B | Plitidepsin | Plitidepsina | Plitidepsine | Plitidepsium,Plitidepsin,,
DB04978,SP1049C,Doxorubicin HCl with pluronic L-61 and pluronic F-127 | doxorubicin with pluronics F-127 and L-61,SP1049C,,
DB04979,AVR118,,AVR118,,
DB04980,Lemuteporfin,Lemuteporfin,Lemuteporfin,,
DB04981,CG7870,,CG7870,,
DB04982,Talampanel,Talampanel,Talampanel,,
DB04983,Denufosol,Denufosol,Denufosol,,
DB04985,Tigapotide,Tigapotide,Tigapotide,,
DB04986,ZYC300,,ZYC300,,
DB04987,P-113D,D-PEPTIDE OF THE SEQUENCE AKRHHGYKRKFH - NH2 | Pulmadex,P-113D,,
DB04988,IGN311,,IGN311,,
DB04989,Ty800,,Ty800,,
DB04991,XL784,,XL784,,
DB04992,AP5346,,AP5346,,
DB04995,AT1022,,AT1022,,
DB04996,Satraplatin,Satraplatin,Satraplatin,,
DB04997,ATL1102,,ATL1102,,
DB04998,AGRO100,Nucleic acid aptamer binding to tumor cell nucleon,AGRO100,,
DB04999,MBO7133,,MBO7133,,
DB05000,AeroLEF,,AeroLEF,,
DB05001,PSN9301,,PSN9301,,
DB05003,Imexon,Imexon,Imexon,,
DB05004,Peptide YY (3-36),Pyy (3-36) peptide | PYY 3-36 | PYY(3-36) | PYY3-36,Peptide YY (3-36),,
DB05006,Adecatumumab,Adecatumumab,Adecatumumab,,
DB05009,Apadenoson,Apadenoson,Apadenoson,,
DB05010,SGS-742,(3-Aminopropyl)(n-butyl)phosphinic acid | 3-Aminopropyl-Butyl Phosphinic Acid | SGS 742 | SGS-742 | SGS742,SGS-742,,
DB05011,Taberminogene vadenovec,Taberminogene vadenovec,Taberminogene vadenovec,,
DB05012,XEN-2174,,XEN-2174,,
DB05013,Ingenol mebutate,3-Angeloylingenol | 3-Ingenyl angelate | Ingenol 3-angelate | Ingenol mebutate | Ingenol mebutato | Ingenoli mebutas | Mébutate d'ingénol | Mebutato de ingenol,Ingenol mebutate,,
DB05014,XL999,,XL999,,
DB05016,Ataluren,"3-[5-(2-fluorophenyl)-1,2,4-oxadiazol-3-yl]benzoic acid | Ataluren",Ataluren,,
DB05017,YSIL6,,YSIL6,,
DB05018,Migalastat,1-Deoxygalactonojirimycin | 1-Deoxygalactostatin | Migalastat,Migalastat,,
DB05019,LC16M8,,LC16M8,,
DB05020,Besifovir dipivoxil,,Besifovir dipivoxil,,
DB05021,EMZ702,,EMZ702,,
DB05022,Amonafide,Amonafide,Amonafide,,
DB05023,ATL1101,,ATL1101,,
DB05024,CTA018,,CTA018,,
DB05025,Arimoclomol,"3-PYRIDINECARBOXIMIDOYL CHLORIDE, N-((2R)-2-HYDROXY-3-(1-PIPERIDINYL)PROPOXY), 1-OXIDE | Arimoclomol | BRX-220 FREE BASE | N-[(2R)-2-Hydroxy-3-(1-piperidyl)propoxy]pyridine-3-carboximidoyl chloride, 1-oxide",Arimoclomol,,
DB05027,DG041,,DG041,,
DB05029,Lancovutide,Duramycin | Lancovutide | Leucopeptin,Lancovutide,,
DB05032,REV131,,REV131,,
DB05033,INCB7839,,INCB7839,,
DB05034,Ularitide,Ularitide | Urodilatin ularitide,Ularitide,,
DB05035,Eprotirome,Eprotirome,Eprotirome,,
DB05036,Grn163l,,Grn163l,,
DB05038,Anatibant,Anatibant,Anatibant,,
DB05039,Indacaterol,Indacaterol,Indacaterol,,
DB05040,MVA3000,,MVA3000,,
DB05042,SGS518,,SGS518,,
DB05043,GSK159797,,GSK159797,,
DB05044,PSN357,,PSN357,,
DB05045,Obinepitide,(34-L-glutamine)pancreatic hormone (human) | Obinepitide,Obinepitide,,
DB05046,V1003,,V1003,,
DB05047,CX-717,,CX-717,,
DB05048,Cannabinor,,Cannabinor,,
DB05049,DDP733,,DDP733,,
DB05050,ADL5859,,ADL5859,,
DB05051,BZL101,,BZL101,,
DB05052,MF101,,MF101,,
DB05053,MB-07803,,MB-07803,,
DB05054,AN0128,,AN0128,,
DB05055,RG2417,,RG2417,,
DB05056,EGS21,,EGS21,,
DB05057,Erdosteine,Erdosteine,Erdosteine,,
DB05059,ILY101,,ILY101,,
DB05060,R1626,,R1626,,
DB05061,GFT14,,GFT14,,
DB05063,Mitoquinone,Mitoquinone cation | Mitoquinone ion,Mitoquinone,,
DB05064,INCB13739,,INCB13739,,
DB05068,ATG002,,ATG002,,
DB05069,ATG003,,ATG003,,
DB05070,ADX10059,,ADX10059,,
DB05071,ACE393,,ACE393,,
DB05072,AV608,,AV608,,
DB05075,TG-100801,,TG-100801,,
DB05076,Fenretinide,4-HPR | 4-hydroxy(phenyl)retinamide | 4-hydroxyphenyl retinamide | Fenretinida | Fenretinide | Fenretinidum | N-(4-hydroxyphenyl)all-trans retinamide,Fenretinide,,
DB05077,SLV319,,SLV319,,
DB05078,AER001,,AER001,,
DB05079,HY10275,,HY10275,,
DB05080,OBE101,,OBE101,,
DB05081,JB991,,JB991,,
DB05082,ARX201,,ARX201,,
DB05084,Abaloparatide,Abaloparatide,Abaloparatide,,
DB05085,TM30339,,TM30339,,
DB05087,Ganaxolone,Ganaxolone,Ganaxolone,,
DB05088,Tetrathiomolybdate,Thiomolybdate | Tiomolibdate ion,Tetrathiomolybdate,,
DB05089,VPM4001,,VPM4001,,
DB05090,FP0011,,FP0011,,
DB05091,M0002,,M0002,,
DB05092,CDP323,,CDP323,,
DB05093,AX200,,AX200,,
DB05095,Cimicoxib,Cimicoxib,Cimicoxib,,
DB05096,LY2140023,,LY2140023,,
DB05097,Labetuzumab,hMN-14 | Labetuzumab | MAb hMN14 | MN14 monoclonal antibody to carcinoembryonic antigen | Monoclonal antibody hMN-14,Labetuzumab,,
DB05098,Leptin,,Leptin,,
DB05099,Ancrod,Ancrod,Ancrod,,
DB05100,Prinomastat,Prinomastat | Prinomastatum,Prinomastat,,
DB05101,Matuzumab,Matuzumab,Matuzumab,,
DB05102,Rupintrivir,Rupintrivir,Rupintrivir,,
DB05103,AN-9,Pivaloyloxymethyl butyrate | Pivaloyloxymethylbutyrate | Pivanex,AN-9,,
DB05104,Asimadoline,Asimadoline,Asimadoline,,
DB05105,Pleconaril,Pleconaril,Pleconaril,,
DB05106,IR208,,IR208,,
DB05107,16-Bromoepiandrosterone,16alpha-bromoepiandrosterone,16-Bromoepiandrosterone,,
DB05108,EHT899,,EHT899,,
DB05109,Trabectedin,Ecteinascidin 743 | Trabectedin | Trabectedina,Trabectedin,,
DB05110,VIR201,,VIR201,,
DB05111,Fontolizumab,Fontolizumab,Fontolizumab,,
DB05112,AP5280,,AP5280,,
DB05113,105AD7,,105AD7,,
DB05114,EHC18,,EHC18,,
DB05115,NN344,,NN344,,
DB05116,Thymectacin,Brivudine phosphoramidate,Thymectacin,,
DB05117,IGN301,,IGN301,,
DB05118,R1204,,R1204,,
DB05119,Rilapladib,Rilapladib,Rilapladib,,
DB05120,AT1391,,AT1391,,
DB05121,1D09C3,,1D09C3,,
DB05122,R1295,,R1295,,
DB05123,Gemcabene,Gemcabene,Gemcabene,,
DB05124,ARC183,,ARC183,,
DB05125,SC12267,,SC12267,,
DB05126,PYM50018,,PYM50018,,
DB05127,ANA971,,ANA971,,
DB05128,Aminocandin,,Aminocandin,,
DB05129,Elsamitrucin,Elsamitrucin,Elsamitrucin,,
DB05130,INCB3284,,INCB3284,,
DB05131,TTP889,,TTP889,,
DB05132,ND1251,,ND1251,,
DB05133,VP025,,VP025,,
DB05135,Vibriolysin,,Vibriolysin,,
DB05136,Bavituximab,Bavituximab,Bavituximab,,
DB05137,Lobeline,Lobelina | Lobeline,Lobeline,,
DB05138,AdPEDF,,AdPEDF,,
DB05139,CR002,Human monoclonal antibody against platelet-derived growth factor D,CR002,,
DB05140,RAV12,,RAV12,,
DB05141,LY2181308,,LY2181308,,
DB05142,ND7001,,ND7001,,
DB05143,OXI-4503,CA1P | Combretastatin A-1 bis(phosphate) | Combretastatin A1 diphosphate | OXI4503,OXI-4503,,
DB05144,PEV3A,,PEV3A,,
DB05145,TH0318,ThGLP-1,TH0318,,
DB05146,XL820,,XL820,,
DB05147,CYT997,,CYT997,,
DB05148,CG0070,,CG0070,,
DB05149,XL844,,XL844,,
DB05150,CAD106,,CAD106,,
DB05151,TST10088,,TST10088,,
DB05152,NGX267,,NGX267,,
